,Beta,Size,Momentum,Earnings_Yield,Growth,Book_to_Price,Liquidity,Leverage,Non_Linear_Size,Residual_Volatility
2005-08-05,0.008134900511309273,-0.0002467176578999433,0.011037964150549112,0.0051478439384558955,-0.0021049521872499102,0.00711071043876417,-0.00480399911583361,0.0031886019394449655,-0.002657234256664094,-0.0049289289149791055
2005-08-12,0.019115039550848735,0.029414312123970388,0.02190906965564833,-0.004145901460070385,0.006748522265277779,-0.00689088616107824,0.009754886140316235,-0.008524635977505524,0.00037558421683060034,-0.009848467972256716
2005-08-19,0.007926280642278152,0.009837063114496787,0.005177716029799268,0.006018938090518754,0.005194256223578744,0.006628036541317443,0.008307348074335186,-0.0030356881595304183,0.006155019190622975,0.0012922423046165116
2005-08-26,0.006506841335626224,0.007659801610963409,0.010526055268008597,-0.001997473068378778,0.0004267119917827182,0.007215525652305103,0.003211813282476505,0.0005967318267283139,0.0023239675160629802,-0.003946283299795291
2005-09-02,-0.0003237596338536708,0.00020067814211809087,-3.0383454125981757e-06,0.00370038088234452,-0.0011108920220821647,0.010276430884234668,0.00544234136845196,-0.0028902099596565256,0.0002900100913312137,0.0015078998807686733
2005-09-09,-0.0016653257055366001,-0.0044360069327078885,0.0016197261421562574,0.002629262049515673,-0.0005457361164730133,-0.0021889580034663127,0.002712359617135498,0.003663334379591099,-0.0012116900815499886,0.004088188071340544
2005-09-16,0.0024519804426711214,0.008693793165799227,0.007251869807675178,0.001662543637919768,-0.002506317269191885,0.0010715504413749619,0.0015357427915486874,-0.0013076285163966042,0.0029380226786697855,-0.0012053820877314034
2005-09-23,-0.012862185225363948,-0.0073521249666579774,-0.012196573797497334,-0.005506343948273901,0.00012934082631774202,-0.007936291186790942,0.0055801175750215745,0.000338425703964057,-0.001955709261002664,0.004355155325847744
2005-09-30,-0.004732166530362689,0.004564530426739625,-0.016972109682995125,0.004079693297459273,0.002442955196185393,-0.004993747636491411,0.004491855348740711,-0.002309526350356117,0.0012509743299961803,0.006839156290867716
2005-10-14,-0.004675835394742635,-0.00814478535625608,-0.004556425306048294,0.003993846661752348,-0.0005943293630792943,-0.003959348032098251,0.003726990901051488,-0.0010833156037665871,-0.004353914394290642,0.00041253572999049774
2005-10-21,0.008012982172730276,0.006122147930182991,-0.0025158753995568224,-0.005040109345224123,0.00023683105934902207,-0.0032340160163862215,0.0019622718495176765,-0.0027081129023459292,0.002693299728818835,0.006273545060557537
2005-10-28,-0.018252008359147046,-0.015372283916392046,-0.015017478436347348,0.008912400088462433,0.0026364759292102358,-0.005409252765154915,0.0062624546758978245,0.007832140489007572,-0.007150965719890545,0.005243021352843186
2005-11-04,0.013924303460045952,0.012023437013405268,0.021488652070664305,-0.0013951997428484457,-0.0012523099417302563,0.010413726644756666,0.005749428848643812,-0.0015850263080064153,0.006296762060913768,0.0027419659103236557
2005-11-11,0.0025906990463667075,0.0019450062501535428,0.0017580238794508672,-0.0015054308442108352,-0.001359317668633151,-0.0018268900102712347,0.0019760232793602905,0.0050180372029087995,0.005437683077347852,-0.004079282282868168
2005-11-18,0.009362843819523067,0.012111561413921026,0.006920658792919521,0.0015775737616587938,-0.0002666786666472576,0.01076149188109939,0.00042109208968419895,-0.0013991364372521221,0.005414469997986702,0.003939925494408473
2005-11-25,-0.0025427263590744337,0.0014515335441774124,-0.0017345036197873509,0.0020968130645950935,-0.0019249559823383234,0.0006023093566541226,0.002198166674505349,0.00035016755555771807,0.003799664449939305,0.004299723011461561
2005-12-02,-0.01012881720670266,-0.004781955616243762,-0.009030872001572245,0.0015180105751440263,-0.0029155078177417956,0.002484370021891384,0.0025203862886263514,-0.001839021704923019,0.0037118789505648786,0.0056481611211706174
2005-12-09,-0.0008072510190255699,0.0005108659254469904,0.0019104078617970524,0.0030483219949129585,-0.0011227859397041494,0.003635800019621979,0.001069936546108842,0.0014823191310180284,0.0033941791806206202,0.0016852714614786965
2005-12-16,0.0029968028954690112,-0.0016736652468099349,-0.0012056138879944188,0.0021281955936610884,-0.0019868651154049746,0.0017666519882859437,-0.00046819257877601245,0.003664667417602102,-0.0021447087977720138,-0.0015300228164222933
2005-12-23,-0.00615066188343527,-0.0027694635101535693,-0.0034863224793270156,0.004299964743285839,0.0037840721780598528,-0.00034229279749303787,0.0005739262403598715,0.0055560225408752065,0.0006939060094772291,0.0005655194624040599
2005-12-30,-0.0028651899732953625,-0.0021989681335503808,-0.00524754863275579,0.00010930848947260374,0.0009185779041040003,-0.0011409641278348863,0.002782306506462783,-0.0023168078270006326,-0.006005977269337173,0.003187778433876855
2006-01-06,0.004889256673645412,0.0009411342698679992,0.004242309435711453,0.0002367958920323765,0.001845006666681255,-0.001232778364184929,-0.0030737594756039613,-0.00043622510427430983,0.0012949223232887885,0.004039406960444629
2006-01-13,0.008658361023993713,-0.0036870943176367035,0.0012552762348000193,-3.5245538520661812e-06,-0.0014266895713104383,0.003377779784435729,-0.0010671302777658515,0.00101892406597473,-0.009876821303321782,-0.0006800303936007959
2006-01-20,0.007101998724415217,-0.007795504698288153,-0.0015438094074093044,-0.0023754811082068086,-0.0034187184641103693,0.0022792638894325694,9.823123233082542e-05,0.006203953566987566,-0.00811621511124326,0.008536886111211867
2006-01-25,-0.0012989859312282637,-0.018602954002085358,-0.0116716238475701,-0.00019633070749921263,0.008301791079352335,-0.006736940082690777,0.003677241398261928,0.002402859957213894,-0.011908463223077124,0.010745751548154941
2006-02-10,-0.006666869316356981,0.009071065672095771,0.015292228435734703,0.0052589913339439465,-0.0012880590772332279,0.012082643152634201,0.002621717084590254,0.006051105009362456,0.007810319484722723,-0.005134563460440181
2006-02-17,-0.003298087023098386,0.007952554399360712,0.011142576626741302,0.0036945482075739187,0.004810408653731408,0.010094972203408912,0.004114299027336819,0.00016179163567232868,0.00852192158934777,0.003834426237411124
2006-02-24,0.00573824130258762,0.0031525398183339277,0.0038798349373749125,0.008494197445153083,0.006281826983650988,0.007302738114183242,0.0014526975302376378,0.0033010339376573564,0.003033175485038432,0.004077201999532664
2006-03-03,-0.008627064146669326,-0.0022051012025550865,-0.0012570249210626175,-0.005984934628442656,0.0008176868410180258,0.0026534641655540786,0.005883409036632973,0.0019785354730751485,0.008113780059515158,-0.003049272129317498
2006-03-10,-0.006017100815466116,0.0032133767200926353,-0.006431335483899486,0.005446302919864414,-0.0027746129202651723,0.004136366543115826,0.0068520349044624215,-0.0011230071208997994,0.0017183631605622723,0.00327700499821143
2006-03-17,0.0012242297361926696,-0.002137710702719276,-0.012171431445205423,-0.0014599691389822617,0.0016816683432202204,-0.0031332526507071093,-0.0017164031734298243,-0.005874891602893026,-0.006365887657245283,-0.0035023229893350084
2006-03-24,0.002121849730986971,-0.003767464192324252,-0.011870150602889325,-0.0012301999459804445,0.002940699365134313,-0.0026210707650398853,-0.00332232717986777,0.0029801182857121036,-0.00027052297087972604,-0.004507613222180518
2006-03-31,0.003589236227274549,-0.006805649129146549,-0.014823562438793503,0.0035919382276170062,0.001546747372214807,-0.008160385614275668,-0.0003918036518020789,-0.0013007162930215657,-0.006055164038765251,-0.004027578369208713
2006-04-07,0.003823585205073393,-0.01311791300957145,-0.016552026024597134,0.0006719924226452137,-0.00248590016214479,-0.0032584941220782926,-0.007145458141585882,-0.00528302712959227,-0.017506761326593928,9.811230642865765e-05
2006-04-14,-0.011925610389923857,-0.0017118606453191375,0.01017587050704859,0.005878098551334556,-0.003671936774840446,0.005867162997830591,0.010751027882968691,-0.0031128472995839204,-0.0037299825657799643,0.011121760133969188
2006-04-21,0.02770175210067801,-0.020150912434842874,-0.023155255852420294,-0.005611404495772159,0.00021980916920117874,-0.01414405771965355,-0.005214814540763326,-0.006375222637775054,-0.007688549066101588,0.006972103126753593
2006-04-28,0.019232888253361592,-0.024484322779542756,-0.024571332991324718,-0.015301711811077987,-0.004357573324932261,-0.0171898199428202,-0.00936380712093692,-0.011744469639062116,-0.015452646841744539,-0.005111341761426062
2006-05-12,0.01177038898431515,-0.009226305585851857,0.016580223848911724,-0.013053110700530487,0.01041791490607416,0.004377090357742475,-0.0002725967202963364,-0.015557316763470427,-0.0030422630352475166,0.0021331338970195513
2006-05-19,-0.014724255662616204,0.011930732343172351,0.010137154102861118,0.004139395239181429,-0.005722462843153517,0.0058244329725465616,0.006493416376853384,0.003170704187437076,0.001653364959724457,0.016073776334576198
2006-05-26,-0.013359440380203985,0.012291603439051267,0.02039781545424453,0.00040011696721502753,-0.0016817632898973433,0.006649470655179503,0.006919127116046642,0.00486430259942511,-0.0005366527074201627,0.009188725007425668
2006-06-02,0.008112504761113262,0.003979811981558862,0.022456594472776467,-0.010094462421124883,-0.004214361565803695,0.004596370429038876,0.007274794316834296,-0.008678873374447074,0.00028915230796244806,0.012473011184074206
2006-06-09,-0.015535729648058605,0.004958340267642372,-0.0035461216165700027,0.003909575509432536,0.0033095521937542144,0.00994217266578555,0.0033840866323504998,0.004812501569215866,0.009983806885607016,0.00808636608591036
2006-06-16,0.010918871224360686,0.001140379663450021,-0.002719335977024357,0.0017299734642324052,0.002849305645939715,0.003544965259029524,-0.002565372912629888,-0.0055571623013046,0.0019117711734828527,0.006095066031633442
2006-06-23,0.005615284336747128,-0.004336046608625032,-0.009780209162589967,0.0020402642349767047,0.0032605082344540695,-0.004438042536225588,-0.0021201695523238515,-0.00134460135854797,-0.010775124750652537,-0.004161462779620088
2006-06-30,-0.0024104405052325084,-0.0019722138295613853,-0.0054125292131018896,0.005929195843018729,0.002482730600777784,0.004220562195302847,0.003397456174325124,0.0022059849118602065,-0.0035672378864898616,0.0045797705574041545
2006-07-07,0.0060357546810096835,-0.0026525165324688786,-0.007872380156192921,-0.0017465156005680715,0.0008692097243625865,-0.0056815124788012,-0.010240639043278287,-0.0055646788056969605,-0.005398042499044239,-0.006340160989958141
2006-07-14,0.0008090773381832575,0.0010258306237699508,-0.007936446182793752,0.005394813231424531,-0.001988512013178255,-0.005746033993216354,0.009768446989820899,0.004939350214957491,0.002170330916437868,0.00829729121761931
2006-07-21,0.005471371890365603,-0.0011921644917187273,0.004739551174493383,0.008470085202825738,0.0008828810386911669,0.005437757955244146,0.005410683099373193,0.002605924825747591,-0.006425139332586186,0.006844412187216011
2006-07-28,-0.0006109907473026016,0.005206383467780347,0.005598976231919859,-0.0015343468971544668,-0.0032100279011282873,0.007957519792702062,0.005193295561208116,-0.0015606270670060307,0.001058912878135352,0.009073664357795979
2006-08-04,-0.009849162829980468,0.009750047565985062,0.006674944315700274,0.007577778132069765,0.008031704237250026,0.015675034483367198,0.011000651885050144,0.009936852219009945,0.0065419506818168854,0.012842038618669824
2006-08-11,0.008864583547504148,0.001396149649695852,-0.005739194713176795,-0.0007192182564168814,0.0007184980106775748,-0.00314618926947776,-0.0003608499405106727,1.2734006711562218e-05,-0.0009592911995952372,-0.009236533223903692
2006-08-18,0.0004394575440721726,0.0031193610366999193,-0.0035167216374396553,0.00246499813898298,-0.00023798009659509178,-0.0007467558413037367,0.0021670899956239423,-0.0004664462639472639,0.004012825655955498,0.0005019917174818164
2006-08-25,0.002132407650945016,0.00020328896989160739,-0.005586288643635681,-0.009560232287166678,-0.0025377264994619203,-0.011085328526230346,0.0018390315328505671,-0.002071329971722626,0.0008407172542521935,-0.007485217456130403
2006-09-01,-0.0011821422105179752,-0.005074408897772269,-0.005860257954203411,0.0015163540920475234,0.0027702489393511207,-0.004120747150337625,0.0005473643901951382,-0.0005992094584923342,-0.0010068330587665215,-0.0034712122851421577
2006-09-08,-0.0022859929626360617,0.006298013382125867,0.0041129746831295826,-0.004589697752468456,-0.0013728071296487468,-0.0010518982262838622,0.0019023265920739378,-0.00038103084355539316,0.0026819456061238436,0.00068801517464895
2006-09-15,-0.0006613894105386708,0.005651914180275431,0.0102905508467151,0.004982470892277293,-0.0011041312502864352,0.005885683219559415,0.0028370509439671586,0.004339322675853222,0.008377724378720879,0.007056083621929233
2006-09-22,0.00161364448652555,-0.002430740161069679,-0.004115256538921502,-0.003526279058304563,0.0033369616864072187,-0.009659269378805218,0.007253226772050486,-0.0038734941309400764,-0.0019863968959467244,-0.001034048473929957
2006-09-29,0.00114298114348816,-0.00026634243102531194,0.00596527480116869,-0.005740396102164407,-0.0020172455799828924,-0.003986428644200488,0.0032046129661971144,-0.002990022999592175,-0.005561096317421105,-0.002884441866162806
2006-10-13,-0.004926145135291389,0.004182875621365108,0.005107789939383572,0.004998687578690399,-0.004562609388089375,0.010785224794339236,0.0062554752764545085,-0.0013778539980345526,-0.0021414068277807244,0.005687878831456165
2006-10-20,-0.0028008600709576417,-0.0011441229513954668,-0.004945366117269907,0.00437029403001736,0.0011711763535485423,-0.003615991848384837,-0.002976487961844724,-0.005774408534461436,-0.0037446835062749347,-0.004927137529029733
2006-10-27,-0.008976037319908398,0.003498550872106175,-0.006896027222025772,0.007275837056967025,0.005275073177398226,0.00247698226080266,0.007046898137150533,0.009876866740559782,0.010305877452765427,0.013124841953984126
2006-11-03,0.00033550153427574364,-0.0043993463696214916,0.012436794566300275,0.010252801998056359,-0.0024445556106551317,0.009498253387717964,-0.00048497834401735676,0.008615125901141864,0.004917447574371049,0.009219366014368659
2006-11-10,-0.007618688371882003,-0.0027005031663629234,0.0035350903308241227,0.002433636844251026,0.0023825519956137617,-0.003230785253098889,0.0008328635839386506,0.0010620620188085891,0.0020787748237263426,0.001626075906753767
2006-11-17,-0.0009210117360935058,-0.00019466887460072718,0.0057301818580557645,0.005762102907821539,0.003415529884373154,0.002298853270644657,0.001981395469624606,0.002839675442435948,0.012236785374496349,-0.0026728299317267832
2006-11-24,0.003109319719957676,-0.002958511403507655,8.333034991248739e-05,0.0032424876336988803,0.0039010667463501014,-0.0021892649837497516,-0.0016203056969339644,0.00570680055641571,-0.002604376828232842,-0.004717818605021212
2006-12-01,-0.002865709317269642,-0.011935768748911238,-0.014685293854189693,-0.004115217205750567,0.0035541754046212667,-0.015445544806219333,0.00034402930303128326,0.003644710020163748,-0.0014451844919332046,-0.02070227107896721
2006-12-08,-0.011805378576801202,0.009510571515273653,0.005694684614831962,0.0017884318388718436,-0.007319322058528095,0.011549285007872372,0.006726891852028828,6.173360383451842e-05,0.006933803405155727,0.010720061193920386
2006-12-15,0.014743750489921936,-0.011701046154563126,-0.014916397035495396,0.00041234847136942254,0.006590063675109711,-0.012536852350820159,-0.005053505896730551,-0.0018860380098885965,-0.004266264379498119,-0.0132055439794218
2006-12-22,-0.0020521561728259856,0.0014470767287950853,5.727583992276228e-05,0.0020044316994531006,0.004630600049078882,-0.0036853838346009686,0.007794526190278036,-0.0007589142597364193,-0.008429357347658716,0.001258145817152629
2006-12-29,0.008979610402887313,-0.0008911051012952236,-0.0065190001183097115,0.0004853672172269656,-0.0011060597034260895,-0.0014866289139103235,0.004772227977747676,-0.00027230881081608503,0.010805802383170703,-0.004350688209278749
2007-01-05,0.0008138200045892108,-0.006608008434916074,0.005328381413820776,0.008945621408569096,0.0017336098768166788,0.012055785311216281,-0.008716714623683602,0.008405837220226066,-0.007229477274659987,0.015913110019799778
2007-01-12,-0.0018198205639822565,0.0017196350900847146,-0.0017418525500936949,-0.0025491328525472437,0.0038713008641761484,-0.008312455209140583,0.002789488811047333,-0.0003007138877871157,-0.0085094456735181,-0.010123535894765306
2007-01-19,0.013473940937629159,-0.019143725067482742,-0.008579973477948227,-0.009955052755819399,-0.012186605563921954,-0.0034859374564599754,-0.007327842925113737,-0.015930652177269494,-0.01194599892133913,0.0034387816210152133
2007-01-26,-0.0020697434742763705,0.007632723849650389,0.011083419014514356,0.013730773262572056,-0.0003472531563257983,0.009199910764164147,0.003111819635841461,0.010322294577508828,0.008378110050072884,0.01190599985644912
2007-02-02,-0.012773849623874223,0.0036719962176712424,0.012481521226726888,0.0018279930490708966,-0.006653088721981747,0.011829123543123314,0.0010804450752840908,-0.006471988215879375,-0.005325405117039817,0.023878793679816705
2007-02-09,0.010564402758215422,-0.0031853974670962987,-0.004745933810334127,0.008665887282236814,-0.0014477344678505422,0.005091871562101821,-0.015056428159677088,0.001331954007053368,-0.01534483074660098,0.007900316966459112
2007-02-16,0.0037549541564429606,-0.0025197424547660774,-0.004672278671693092,0.005022966615330193,-0.0004964558105463729,0.002505732551664988,0.0007452702331628008,0.0036168224224950307,0.0037728957713500932,-0.00823070625129517
2007-03-02,-0.005857829819001142,0.024161993389363423,0.01448984324893822,0.009965192926946686,-0.0037747836770667723,0.03467691637187402,-0.017646865935119396,0.015396135959785447,0.018984704131352358,0.027471314059174155
2007-03-09,0.012048295788185573,-0.0049314892869491075,-0.003867707755995646,0.0029397957377574266,0.004577266095997012,-0.007743978594068147,0.0010350203719781126,-0.001376157916565729,0.00039553401505193486,-0.0008695322287947671
2007-03-16,-0.00945069114995974,0.010121438909652898,0.0009460978143693913,0.00041742969550077197,-0.003921529740826886,0.001990372227641049,0.00918787109729343,0.005402815488760981,0.0034132658627218926,0.002860075251472069
2007-03-23,0.0030603821814106785,0.013382064481495329,0.01598150535611355,0.011024261063802221,-0.008794121384524567,0.014804647788411604,-0.019066123295155522,0.003360783696871192,-0.00032776920404545273,0.01715403744078839
2007-03-30,0.005477582929616221,0.0037450593477104475,0.002940145514939473,0.006906412848259862,-0.0013662048925125276,0.009400894571742183,-0.003394238523520872,0.003373555714143363,-0.0005490866390206687,0.005556566895678041
2007-04-06,0.007189731825687065,0.0011991391016596686,-0.008261649022406281,0.002003957768932238,-0.0026873357516473684,0.0069128621236111965,-0.014431075448784997,0.0019631602281274807,0.006068537401765786,-0.004905576072827586
2007-04-13,0.0004301054964073736,-0.008739606324859733,-0.009608915668878136,0.0068763452371835496,0.008581023367612177,0.0044250351870208995,0.000838784293146988,-0.0003426847835195923,0.0020324364306283024,-0.0009387861337925088
2007-04-20,0.013420699670597627,0.003493915655872981,-0.008421051226367757,0.0022865061389486657,-0.007857527495562913,0.011517032211124795,-0.016125378112777117,0.005516574230766458,-0.006596494349149315,-0.005137988595466811
2007-04-27,0.03053206530186419,-0.0010156955939005577,-0.009902723710834428,0.00973176380595852,-0.005902849111715652,0.010402138917390016,-0.0212810661887136,-0.00099848081917224,-0.009842861185737982,-0.002106951864048183
2007-04-30,0.011634717649713393,-0.0032708595192652984,0.0025714734435743694,0.00013432203522903592,-0.002771755962711512,0.00012902949718102304,-0.004857017853485936,-0.0055743628596077125,-0.004083124459869993,-0.003595038607460292
2007-05-11,0.0012434887368260872,0.012831374120854076,0.00011968312455219732,0.0041399518222292805,0.0017896431275658195,0.016124970425090243,-0.015531621959598792,0.003844944631339338,0.011023058040102687,0.004345056868918756
2007-05-18,-0.003761573095180548,-0.0025825546001613416,-0.0003823007392953666,0.0013230410413834562,0.0016896816618378815,-0.00301303990499276,0.016878293415272663,0.004493529817829189,0.000489882674707301,-0.004197649291117458
2007-05-25,0.019886933571858223,-0.004815116713930909,-0.008848066900239468,0.0016554897752813352,-0.0024962369300147585,0.004357463126393832,-0.024084179602134492,0.003548200955032846,-0.0079538702677968,-0.009248188128142917
2007-06-01,-0.040574432830110835,-0.01356087373210596,0.01736406311894148,0.015562152902810517,0.011525315680674636,-0.006601884465007424,0.06554999089439185,0.009013437186163792,0.001258979772712332,0.03445814769095974
2007-06-08,0.010620226965257908,-0.016601461845959415,-0.0033134633156415155,0.0056128231929977405,0.0009163102717593898,-0.005102395232417692,0.0046771624606039355,0.0063752205059934,-0.0047079886478078765,0.003637451564218009
2007-06-15,-0.005227675457705236,0.007299503130929488,-0.0036172785507402744,-0.0017181098097963504,0.0024249862853144427,-0.007676680735133959,0.009202402884405228,0.0029221406026239405,-0.002556927659572744,0.008932803957709956
2007-06-22,0.0036001484832719824,0.002886852715164777,0.0021478291941685185,-0.0007883820560694449,0.00427686444157533,-0.0019938425358764014,0.012981808017886069,-0.003325332232295461,0.007565082133059266,0.005759981365673829
2007-06-29,-0.007981498753548505,-0.00468296560945769,0.02137886934998437,0.009258092208172614,0.0063131752067184105,-0.005949715461806476,0.0445142426044251,0.011720796764055269,0.006067841903872134,0.02108228355860671
2007-07-06,0.009779242666051617,0.006198789475115402,0.0017860570685059455,0.01461206859728583,0.0034369216602610393,0.015380329223942535,-0.008393534494293368,0.0021487368926393306,0.00860563159935246,0.008560534622231018
2007-07-13,0.002902083892695216,-0.0022745380795311104,-0.0025078242265654527,0.002247270409269357,0.0016762964301397926,0.001896681080359626,0.0007818827182144508,-0.005043672156856005,-0.0008134805553733741,-0.0032818366276583903
2007-07-20,-0.0027479498556815807,0.008716048700835893,0.002347982022617351,0.002951224095725055,0.0050837609545529155,-0.0003934973450332585,0.008444020323422306,0.0025296143183575343,0.004890258922522581,0.0016790534482751113
2007-07-27,0.021453396192073815,0.01314624993235411,-0.0153729868980466,0.0002733584853867044,-0.0033875864815457457,0.006326231588264064,-0.03088636967703358,0.0013493454314527642,0.0025694121649691704,-0.025681780623461395
2007-08-03,-0.015897340443481987,0.007544291082869241,-0.009172594391581034,-0.0010556848538244429,0.007359447213225144,-0.008385010478014703,0.0061256817920053094,0.006592579343800378,0.014154185670119529,0.0027891918972830915
2007-08-10,-0.0034427042654958315,0.0014250305777783814,0.01702892543530265,0.01674024876496207,-0.0070395478458158516,0.008100391706939207,0.005406053387236031,0.010281591703948543,0.0037278610610668892,0.012034331937892235
2007-08-17,0.006612678180589835,0.008767525345728569,0.004020437728921949,0.0014101306294340074,-0.004535508184060658,0.013420557511141431,-0.005480372269719442,0.004666793130691339,0.0015678287025526205,0.010068283474763257
2007-08-24,-0.0017922453836868996,-0.003840178888787099,0.0045422595942123944,0.0013570766622447855,0.002076246985931035,-0.005723957665802901,-0.0033485611087120115,0.0019693463325065885,0.01274212071623651,1.8163606622767503e-05
2007-08-31,0.002093989002533478,0.004706518222382147,0.004319032233513279,0.0008290252541459098,-0.012982813045028817,0.007237347286428622,0.006273574130661631,0.0067296150898611615,-0.006343163777142856,0.030293932244573163
